plant_id,problem_type,problem_name,symptom_short,prevention_short,when_to_watch,verification_status,confidence,source_ids
petersilj_koren,škodljivec,korenjeva muha,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
petersilj_koren,škodljivec,listne uši,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
rdeca_pesa,bolezen/fiziološka težava,listne pegavosti,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
rdeca_pesa,bolezen/fiziološka težava,gnilobe,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
rdeca_pesa,škodljivec,bolhači,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
rdeca_pesa,škodljivec,listne uši,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
redkvica,bolezen/fiziološka težava,pokanje,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
redkvica,bolezen/fiziološka težava,puhlost,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
redkvica,bolezen/fiziološka težava,peronospora,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
redkvica,škodljivec,bolhači,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
redkvica,škodljivec,polži,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
pastinak,bolezen/fiziološka težava,listne pegavosti,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
pastinak,bolezen/fiziološka težava,gnilobe,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
pastinak,škodljivec,korenjeva muha,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
pastinak,škodljivec,strune,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
krompir,bolezen/fiziološka težava,krompirjeva plesen,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
krompir,bolezen/fiziološka težava,črna noga,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
krompir,bolezen/fiziološka težava,krastavost,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
krompir,škodljivec,koloradski hrošč,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
krompir,škodljivec,strune,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
gomoljna_zelena,bolezen/fiziološka težava,listne pegavosti,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
gomoljna_zelena,bolezen/fiziološka težava,gnilobe,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
gomoljna_zelena,škodljivec,listne uši,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
gomoljna_zelena,škodljivec,zelena muha,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
fizol_nizek,bolezen/fiziološka težava,fižolova rja,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
fizol_nizek,bolezen/fiziološka težava,bakterijske pegavosti,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
fizol_nizek,bolezen/fiziološka težava,antraknoza,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
fizol_nizek,škodljivec,listne uši,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
fizol_nizek,škodljivec,polži,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
fizol_nizek,škodljivec,fižolar,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
fizol_visok,bolezen/fiziološka težava,fižolova rja,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
fizol_visok,bolezen/fiziološka težava,antraknoza,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
fizol_visok,škodljivec,listne uši,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
fizol_visok,škodljivec,polži,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
fizol_visok,škodljivec,fižolar,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
grah,bolezen/fiziološka težava,pepelasta plesen,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
grah,bolezen/fiziološka težava,uvelosti,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
grah,škodljivec,grahov zavijač,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
grah,škodljivec,listne uši,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
grah,škodljivec,polži,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
bob,bolezen/fiziološka težava,rja,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
bob,bolezen/fiziološka težava,črna listna pegavost,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
bob,škodljivec,črna fižolova uš,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
bob,škodljivec,bobov zavijač,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
zelje,bolezen/fiziološka težava,golšavost kapusnic,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
zelje,bolezen/fiziološka težava,črna žilavka,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
zelje,bolezen/fiziološka težava,peronospora,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
zelje,škodljivec,kapusov belin,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
zelje,škodljivec,bolhači,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
zelje,škodljivec,listne uši,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
zelje,škodljivec,polži,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
brokoli,bolezen/fiziološka težava,golšavost,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
brokoli,bolezen/fiziološka težava,peronospora,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
brokoli,bolezen/fiziološka težava,črna žilavka,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
brokoli,škodljivec,kapusov belin,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
brokoli,škodljivec,bolhači,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
brokoli,škodljivec,uši,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
cvetača,bolezen/fiziološka težava,golšavost,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
cvetača,bolezen/fiziološka težava,črna žilavka,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
cvetača,bolezen/fiziološka težava,peronospora,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
cvetača,škodljivec,kapusov belin,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
cvetača,škodljivec,bolhači,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
cvetača,škodljivec,uši,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
ohrovt,bolezen/fiziološka težava,golšavost,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
ohrovt,bolezen/fiziološka težava,peronospora,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
ohrovt,škodljivec,kapusov belin,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
ohrovt,škodljivec,bolhači,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
ohrovt,škodljivec,uši,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
kolerabica,bolezen/fiziološka težava,golšavost,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
kolerabica,bolezen/fiziološka težava,peronospora,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
kolerabica,škodljivec,bolhači,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
kolerabica,škodljivec,kapusov belin,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
kolerabica,škodljivec,uši,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
